start_date,day_of_week,hour_of_day,member_casual,rideable_type,total_rides,avg_duration
2020-04-04,Saturday ,1,member,docked_bike,9,20.33
2020-04-04,Saturday ,3,member,docked_bike,3,16.05
2020-04-04,Saturday ,4,member,docked_bike,2,25.42
2020-04-04,Saturday ,5,casual,docked_bike,2,7.15
2020-04-04,Saturday ,5,member,docked_bike,7,8.53
2020-04-04,Saturday ,6,casual,docked_bike,3,28.17
2020-04-04,Saturday ,6,member,docked_bike,11,13.05
2020-04-04,Saturday ,7,casual,docked_bike,1,21.43
2020-04-04,Saturday ,7,member,docked_bike,28,16.14
2020-04-04,Saturday ,8,casual,docked_bike,2,23.59
2020-04-04,Saturday ,8,member,docked_bike,35,17.47
2020-04-04,Saturday ,9,casual,docked_bike,14,19.58
2020-04-04,Saturday ,9,member,docked_bike,66,16.84
2020-04-04,Saturday ,10,casual,docked_bike,20,29.05
2020-04-04,Saturday ,10,member,docked_bike,79,14.03
2020-04-04,Saturday ,11,casual,docked_bike,26,45.53
2020-04-04,Saturday ,11,member,docked_bike,93,14.63
2020-04-04,Saturday ,12,casual,docked_bike,28,32.51
2020-04-04,Saturday ,12,member,docked_bike,129,16.79
2020-04-04,Saturday ,13,casual,docked_bike,39,70.90
2020-04-04,Saturday ,13,member,docked_bike,163,19.10
2020-04-04,Saturday ,14,casual,docked_bike,62,73.77
2020-04-04,Saturday ,14,member,docked_bike,179,17.62
2020-04-04,Saturday ,15,casual,docked_bike,51,28.05
2020-04-04,Saturday ,15,member,docked_bike,156,18.62
2020-04-04,Saturday ,16,casual,docked_bike,62,120.82
2020-04-04,Saturday ,16,member,docked_bike,173,17.37
2020-04-04,Saturday ,17,casual,docked_bike,58,34.45
2020-04-04,Saturday ,17,member,docked_bike,189,17.94
2020-04-04,Saturday ,18,casual,docked_bike,62,39.43
2020-04-04,Saturday ,18,member,docked_bike,169,17.01
2020-04-04,Saturday ,19,casual,docked_bike,31,25.07
2020-04-04,Saturday ,19,member,docked_bike,105,18.33
2020-04-04,Saturday ,20,casual,docked_bike,17,23.63
2020-04-04,Saturday ,20,member,docked_bike,58,15.54
2020-04-04,Saturday ,21,casual,docked_bike,10,36.62
2020-04-04,Saturday ,21,member,docked_bike,26,46.93
2020-04-04,Saturday ,22,casual,docked_bike,11,11.82
2020-04-04,Saturday ,22,member,docked_bike,17,13.69
2020-04-04,Saturday ,23,casual,docked_bike,10,12.91
2020-04-04,Saturday ,23,member,docked_bike,13,4187.06
2020-04-05,Sunday   ,0,casual,docked_bike,6,37.15
2020-04-05,Sunday   ,0,member,docked_bike,13,11.14
2020-04-05,Sunday   ,1,casual,docked_bike,3,15.20
2020-04-05,Sunday   ,1,member,docked_bike,9,9.74
2020-04-05,Sunday   ,2,casual,docked_bike,1,122.22
2020-04-05,Sunday   ,2,member,docked_bike,1,7.72
2020-04-05,Sunday   ,3,member,docked_bike,1,5.90
2020-04-05,Sunday   ,4,member,docked_bike,2,7.75
2020-04-05,Sunday   ,5,casual,docked_bike,3,28.05
2020-04-05,Sunday   ,5,member,docked_bike,6,6.69
2020-04-05,Sunday   ,6,member,docked_bike,16,16.53
2020-04-05,Sunday   ,7,casual,docked_bike,7,16.11
2020-04-05,Sunday   ,7,member,docked_bike,24,15.47
2020-04-05,Sunday   ,8,casual,docked_bike,10,37.56
2020-04-05,Sunday   ,8,member,docked_bike,43,18.84
2020-04-05,Sunday   ,9,casual,docked_bike,17,24.40
2020-04-05,Sunday   ,9,member,docked_bike,70,19.87
2020-04-05,Sunday   ,10,casual,docked_bike,24,27.57
2020-04-05,Sunday   ,10,member,docked_bike,89,20.66
2020-04-05,Sunday   ,11,casual,docked_bike,45,35.93
2020-04-05,Sunday   ,11,member,docked_bike,132,20.61
2020-04-05,Sunday   ,12,casual,docked_bike,74,38.81
2020-04-05,Sunday   ,12,member,docked_bike,187,20.54
2020-04-05,Sunday   ,13,casual,docked_bike,115,46.44
2020-04-05,Sunday   ,13,member,docked_bike,214,32.28
2020-04-05,Sunday   ,14,casual,docked_bike,142,45.54
2020-04-05,Sunday   ,14,member,docked_bike,237,21.04
2020-04-05,Sunday   ,15,casual,docked_bike,145,59.20
2020-04-05,Sunday   ,15,member,docked_bike,239,22.36
2020-04-05,Sunday   ,16,casual,docked_bike,118,61.16
2020-04-05,Sunday   ,16,member,docked_bike,217,19.61
2020-04-05,Sunday   ,17,casual,docked_bike,85,39.03
2020-04-05,Sunday   ,17,member,docked_bike,174,18.12
2020-04-05,Sunday   ,18,casual,docked_bike,51,28.92
2020-04-05,Sunday   ,18,member,docked_bike,116,17.59
2020-04-05,Sunday   ,19,casual,docked_bike,31,19.38
2020-04-05,Sunday   ,19,member,docked_bike,74,14.59
2020-04-05,Sunday   ,20,casual,docked_bike,6,36.54
2020-04-05,Sunday   ,20,member,docked_bike,31,34.19
2020-04-05,Sunday   ,21,casual,docked_bike,10,25.53
2020-04-05,Sunday   ,21,member,docked_bike,31,11.97
2020-04-05,Sunday   ,22,casual,docked_bike,5,16.66
2020-04-05,Sunday   ,22,member,docked_bike,13,12.23
2020-04-05,Sunday   ,23,casual,docked_bike,2,15.37
2020-04-05,Sunday   ,23,member,docked_bike,10,10.45
2020-04-06,Monday   ,0,casual,docked_bike,6,20.89
2020-04-06,Monday   ,0,member,docked_bike,7,17.72
2020-04-06,Monday   ,1,casual,docked_bike,1,6.03
2020-04-06,Monday   ,1,member,docked_bike,2,9.37
2020-04-06,Monday   ,4,member,docked_bike,3,5.00
2020-04-06,Monday   ,5,casual,docked_bike,1,8.45
2020-04-06,Monday   ,5,member,docked_bike,20,12.66
2020-04-06,Monday   ,6,casual,docked_bike,8,17.51
2020-04-06,Monday   ,6,member,docked_bike,55,13.95
2020-04-06,Monday   ,7,casual,docked_bike,6,22.46
2020-04-06,Monday   ,7,member,docked_bike,86,15.39
2020-04-06,Monday   ,8,casual,docked_bike,14,13.36
2020-04-06,Monday   ,8,member,docked_bike,97,16.43
2020-04-06,Monday   ,9,casual,docked_bike,9,26.17
2020-04-06,Monday   ,9,member,docked_bike,60,17.47
2020-04-06,Monday   ,10,casual,docked_bike,23,42.30
2020-04-06,Monday   ,10,member,docked_bike,78,34.99
2020-04-06,Monday   ,11,casual,docked_bike,50,41.48
2020-04-06,Monday   ,11,member,docked_bike,105,17.65
2020-04-06,Monday   ,12,casual,docked_bike,49,45.63
2020-04-06,Monday   ,12,member,docked_bike,147,17.07
2020-04-06,Monday   ,13,casual,docked_bike,44,225.57
2020-04-06,Monday   ,13,member,docked_bike,180,17.29
2020-04-06,Monday   ,14,casual,docked_bike,53,276.87
2020-04-06,Monday   ,14,member,docked_bike,144,18.16
2020-04-06,Monday   ,15,casual,docked_bike,39,71.69
2020-04-06,Monday   ,15,member,docked_bike,134,15.61
2020-04-06,Monday   ,16,casual,docked_bike,45,33.64
2020-04-06,Monday   ,16,member,docked_bike,174,17.05
2020-04-06,Monday   ,17,casual,docked_bike,40,33.31
2020-04-06,Monday   ,17,member,docked_bike,205,16.95
2020-04-06,Monday   ,18,casual,docked_bike,47,29.37
2020-04-06,Monday   ,18,member,docked_bike,163,17.02
2020-04-06,Monday   ,19,casual,docked_bike,17,28.36
2020-04-06,Monday   ,19,member,docked_bike,129,17.63
2020-04-06,Monday   ,20,casual,docked_bike,12,23.90
2020-04-06,Monday   ,20,member,docked_bike,61,16.12
2020-04-06,Monday   ,21,casual,docked_bike,14,32.39
2020-04-06,Monday   ,21,member,docked_bike,29,14.92
2020-04-06,Monday   ,22,casual,docked_bike,10,45.47
2020-04-06,Monday   ,22,member,docked_bike,21,60.30
2020-04-06,Monday   ,23,casual,docked_bike,1,13.25
2020-04-06,Monday   ,23,member,docked_bike,12,10.62
2020-04-07,Tuesday  ,0,member,docked_bike,5,10.10
2020-04-07,Tuesday  ,1,member,docked_bike,1,2.22
2020-04-07,Tuesday  ,2,member,docked_bike,2,13.66
2020-04-07,Tuesday  ,3,casual,docked_bike,1,6.85
2020-04-07,Tuesday  ,3,member,docked_bike,4,15.70
2020-04-07,Tuesday  ,4,casual,docked_bike,1,30.40
2020-04-07,Tuesday  ,4,member,docked_bike,4,10.64
2020-04-07,Tuesday  ,5,casual,docked_bike,2,19.53
2020-04-07,Tuesday  ,5,member,docked_bike,13,16.92
2020-04-07,Tuesday  ,6,casual,docked_bike,9,93.23
2020-04-07,Tuesday  ,6,member,docked_bike,70,14.30
2020-04-07,Tuesday  ,7,casual,docked_bike,13,21.27
2020-04-07,Tuesday  ,7,member,docked_bike,100,16.52
2020-04-07,Tuesday  ,8,casual,docked_bike,19,18.57
2020-04-07,Tuesday  ,8,member,docked_bike,126,15.07
2020-04-07,Tuesday  ,9,casual,docked_bike,32,71.89
2020-04-07,Tuesday  ,9,member,docked_bike,86,16.90
2020-04-07,Tuesday  ,10,casual,docked_bike,27,39.57
2020-04-07,Tuesday  ,10,member,docked_bike,103,17.71
2020-04-07,Tuesday  ,11,casual,docked_bike,78,45.86
2020-04-07,Tuesday  ,11,member,docked_bike,170,31.13
2020-04-07,Tuesday  ,12,casual,docked_bike,102,283.57
2020-04-07,Tuesday  ,12,member,docked_bike,229,19.36
2020-04-07,Tuesday  ,13,casual,docked_bike,143,51.18
2020-04-07,Tuesday  ,13,member,docked_bike,238,19.74
2020-04-07,Tuesday  ,14,casual,docked_bike,188,55.57
2020-04-07,Tuesday  ,14,member,docked_bike,256,20.17
2020-04-07,Tuesday  ,15,casual,docked_bike,186,50.31
2020-04-07,Tuesday  ,15,member,docked_bike,334,20.73
2020-04-07,Tuesday  ,16,casual,docked_bike,250,67.24
2020-04-07,Tuesday  ,16,member,docked_bike,386,20.71
2020-04-07,Tuesday  ,17,casual,docked_bike,353,59.96
2020-04-07,Tuesday  ,17,member,docked_bike,499,24.86
2020-04-07,Tuesday  ,18,casual,docked_bike,230,60.96
2020-04-07,Tuesday  ,18,member,docked_bike,374,21.08
2020-04-07,Tuesday  ,19,casual,docked_bike,124,66.27
2020-04-07,Tuesday  ,19,member,docked_bike,210,63.53
2020-04-07,Tuesday  ,20,casual,docked_bike,13,17.37
2020-04-07,Tuesday  ,20,member,docked_bike,68,13.91
2020-04-07,Tuesday  ,21,casual,docked_bike,21,31.41
2020-04-07,Tuesday  ,21,member,docked_bike,21,14.43
2020-04-07,Tuesday  ,22,casual,docked_bike,7,23.18
2020-04-07,Tuesday  ,22,member,docked_bike,19,8.24
2020-04-07,Tuesday  ,23,casual,docked_bike,9,28.54
2020-04-07,Tuesday  ,23,member,docked_bike,13,17.76
2020-04-08,Wednesday,0,casual,docked_bike,9,50.68
2020-04-08,Wednesday,0,member,docked_bike,12,14.73
2020-04-08,Wednesday,1,member,docked_bike,4,6.66
2020-04-08,Wednesday,2,casual,docked_bike,2,37.29
2020-04-08,Wednesday,2,member,docked_bike,1,26.57
2020-04-08,Wednesday,3,casual,docked_bike,1,6.48
2020-04-08,Wednesday,4,member,docked_bike,3,5.02
2020-04-08,Wednesday,5,member,docked_bike,9,17.65
2020-04-08,Wednesday,6,casual,docked_bike,11,19.69
2020-04-08,Wednesday,6,member,docked_bike,81,12.58
2020-04-08,Wednesday,7,casual,docked_bike,16,40.99
2020-04-08,Wednesday,7,member,docked_bike,116,14.90
2020-04-08,Wednesday,8,casual,docked_bike,16,15.79
2020-04-08,Wednesday,8,member,docked_bike,99,14.56
2020-04-08,Wednesday,9,casual,docked_bike,19,36.73
2020-04-08,Wednesday,9,member,docked_bike,77,16.33
2020-04-08,Wednesday,10,casual,docked_bike,37,34.92
2020-04-08,Wednesday,10,member,docked_bike,89,18.42
2020-04-08,Wednesday,11,casual,docked_bike,44,31.42
2020-04-08,Wednesday,11,member,docked_bike,128,18.36
2020-04-08,Wednesday,12,casual,docked_bike,93,66.43
2020-04-08,Wednesday,12,member,docked_bike,198,18.48
2020-04-08,Wednesday,13,casual,docked_bike,65,201.92
2020-04-08,Wednesday,13,member,docked_bike,160,18.89
2020-04-08,Wednesday,14,casual,docked_bike,65,33.94
2020-04-08,Wednesday,14,member,docked_bike,138,47.83
2020-04-08,Wednesday,15,casual,docked_bike,58,117.00
2020-04-08,Wednesday,15,member,docked_bike,174,16.82
2020-04-08,Wednesday,16,casual,docked_bike,78,31.52
2020-04-08,Wednesday,16,member,docked_bike,187,15.00
2020-04-08,Wednesday,17,casual,docked_bike,34,51.10
2020-04-08,Wednesday,17,member,docked_bike,102,13.86
2020-04-08,Wednesday,18,casual,docked_bike,11,28.56
2020-04-08,Wednesday,18,member,docked_bike,54,14.42
2020-04-08,Wednesday,19,casual,docked_bike,11,36.23
2020-04-08,Wednesday,19,member,docked_bike,47,14.65
2020-04-08,Wednesday,20,casual,docked_bike,4,24.15
2020-04-08,Wednesday,20,member,docked_bike,31,21.42
2020-04-08,Wednesday,21,casual,docked_bike,7,14.38
2020-04-08,Wednesday,21,member,docked_bike,15,16.78
2020-04-08,Wednesday,22,casual,docked_bike,9,91.33
2020-04-08,Wednesday,22,member,docked_bike,13,15.85
2020-04-08,Wednesday,23,casual,docked_bike,4,111.32
2020-04-08,Wednesday,23,member,docked_bike,11,21.36
2020-04-09,Thursday ,0,casual,docked_bike,3,46.95
2020-04-09,Thursday ,0,member,docked_bike,8,16.21
2020-04-09,Thursday ,2,casual,docked_bike,1,36918.83
2020-04-09,Thursday ,2,member,docked_bike,4,18.52
2020-04-09,Thursday ,3,member,docked_bike,3,21.05
2020-04-09,Thursday ,4,casual,docked_bike,1,23.58
2020-04-09,Thursday ,4,member,docked_bike,4,5.51
2020-04-09,Thursday ,5,casual,docked_bike,3,15.16
2020-04-09,Thursday ,5,member,docked_bike,11,14.53
2020-04-09,Thursday ,6,casual,docked_bike,7,16.33
2020-04-09,Thursday ,6,member,docked_bike,73,13.23
2020-04-09,Thursday ,7,casual,docked_bike,11,14.77
2020-04-09,Thursday ,7,member,docked_bike,83,15.86
2020-04-09,Thursday ,8,casual,docked_bike,23,19.67
2020-04-09,Thursday ,8,member,docked_bike,103,16.11
2020-04-09,Thursday ,9,casual,docked_bike,30,34.75
2020-04-09,Thursday ,9,member,docked_bike,75,16.70
2020-04-09,Thursday ,10,casual,docked_bike,21,19.95
2020-04-09,Thursday ,10,member,docked_bike,68,20.78
2020-04-09,Thursday ,11,casual,docked_bike,25,27.43
2020-04-09,Thursday ,11,member,docked_bike,95,17.65
2020-04-09,Thursday ,12,casual,docked_bike,37,25.42
2020-04-09,Thursday ,12,member,docked_bike,94,16.70
2020-04-09,Thursday ,13,casual,docked_bike,26,33.75
2020-04-09,Thursday ,13,member,docked_bike,115,14.31
2020-04-09,Thursday ,14,casual,docked_bike,39,26.19
2020-04-09,Thursday ,14,member,docked_bike,95,14.10
2020-04-09,Thursday ,15,casual,docked_bike,27,27.50
2020-04-09,Thursday ,15,member,docked_bike,103,11.50
2020-04-09,Thursday ,16,casual,docked_bike,24,318.43
2020-04-09,Thursday ,16,member,docked_bike,108,14.30
2020-04-09,Thursday ,17,casual,docked_bike,53,22.86
2020-04-09,Thursday ,17,member,docked_bike,159,14.91
2020-04-09,Thursday ,18,casual,docked_bike,28,23.84
2020-04-09,Thursday ,18,member,docked_bike,144,17.11
2020-04-09,Thursday ,19,casual,docked_bike,16,34.20
2020-04-09,Thursday ,19,member,docked_bike,109,13.75
2020-04-09,Thursday ,20,casual,docked_bike,14,26.28
2020-04-09,Thursday ,20,member,docked_bike,53,14.72
2020-04-09,Thursday ,21,casual,docked_bike,8,11.92
2020-04-09,Thursday ,21,member,docked_bike,19,11.30
2020-04-09,Thursday ,22,casual,docked_bike,5,9.97
2020-04-09,Thursday ,22,member,docked_bike,11,15.50
2020-04-09,Thursday ,23,casual,docked_bike,1,8.43
2020-04-09,Thursday ,23,member,docked_bike,9,19.12
2020-04-10,Friday   ,0,casual,docked_bike,3,42.87
2020-04-10,Friday   ,0,member,docked_bike,4,14.41
2020-04-10,Friday   ,1,member,docked_bike,3,31.67
2020-04-10,Friday   ,3,member,docked_bike,2,7.14
2020-04-10,Friday   ,4,member,docked_bike,3,16.43
2020-04-10,Friday   ,5,casual,docked_bike,2,7.70
2020-04-10,Friday   ,5,member,docked_bike,12,12.53
2020-04-10,Friday   ,6,casual,docked_bike,3,15.85
2020-04-10,Friday   ,6,member,docked_bike,57,14.78
2020-04-10,Friday   ,7,casual,docked_bike,12,18.21
2020-04-10,Friday   ,7,member,docked_bike,83,16.13
2020-04-10,Friday   ,8,casual,docked_bike,10,22.06
2020-04-10,Friday   ,8,member,docked_bike,88,14.90
2020-04-10,Friday   ,9,casual,docked_bike,13,16.12
2020-04-10,Friday   ,9,member,docked_bike,72,16.72
2020-04-10,Friday   ,10,casual,docked_bike,23,25.32
2020-04-10,Friday   ,10,member,docked_bike,94,16.22
2020-04-10,Friday   ,11,casual,docked_bike,39,38.14
2020-04-10,Friday   ,11,member,docked_bike,106,19.78
2020-04-10,Friday   ,12,casual,docked_bike,39,36.30
2020-04-10,Friday   ,12,member,docked_bike,150,18.41
2020-04-10,Friday   ,13,casual,docked_bike,53,37.38
2020-04-10,Friday   ,13,member,docked_bike,142,16.06
2020-04-10,Friday   ,14,casual,docked_bike,72,52.42
2020-04-10,Friday   ,14,member,docked_bike,145,16.20
2020-04-10,Friday   ,15,casual,docked_bike,66,37.87
2020-04-10,Friday   ,15,member,docked_bike,201,16.21
2020-04-10,Friday   ,16,casual,docked_bike,93,61.88
2020-04-10,Friday   ,16,member,docked_bike,212,18.65
2020-04-10,Friday   ,17,casual,docked_bike,86,32.86
2020-04-10,Friday   ,17,member,docked_bike,234,16.97
2020-04-10,Friday   ,18,casual,docked_bike,73,27.42
2020-04-10,Friday   ,18,member,docked_bike,178,22.13
2020-04-10,Friday   ,19,casual,docked_bike,34,26.52
2020-04-10,Friday   ,19,member,docked_bike,104,23.88
2020-04-10,Friday   ,20,casual,docked_bike,18,25.08
2020-04-10,Friday   ,20,member,docked_bike,62,14.05
2020-04-10,Friday   ,21,casual,docked_bike,7,12.75
2020-04-10,Friday   ,21,member,docked_bike,29,21.32
2020-04-10,Friday   ,22,casual,docked_bike,10,20.04
2020-04-10,Friday   ,22,member,docked_bike,25,10.57
2020-04-10,Friday   ,23,casual,docked_bike,6,19.66
2020-04-10,Friday   ,23,member,docked_bike,17,11.83
2020-04-11,Saturday ,0,casual,docked_bike,6,33.05
2020-04-11,Saturday ,0,member,docked_bike,15,16.51
2020-04-11,Saturday ,1,casual,docked_bike,4,60.25
2020-04-11,Saturday ,1,member,docked_bike,6,14.76
2020-04-11,Saturday ,2,casual,docked_bike,2,9.42
2020-04-11,Saturday ,2,member,docked_bike,3,15.28
2020-04-11,Saturday ,3,member,docked_bike,5,13.76
2020-04-11,Saturday ,4,casual,docked_bike,2,5.53
2020-04-11,Saturday ,5,casual,docked_bike,2,6.01
2020-04-11,Saturday ,5,member,docked_bike,12,11.43
2020-04-11,Saturday ,6,casual,docked_bike,3,41.87
2020-04-11,Saturday ,6,member,docked_bike,30,12.74
2020-04-11,Saturday ,7,casual,docked_bike,10,15.23
2020-04-11,Saturday ,7,member,docked_bike,38,17.20
2020-04-11,Saturday ,8,casual,docked_bike,15,25.77
2020-04-11,Saturday ,8,member,docked_bike,68,18.78
2020-04-11,Saturday ,9,casual,docked_bike,14,34.27
2020-04-11,Saturday ,9,member,docked_bike,91,15.42
2020-04-11,Saturday ,10,casual,docked_bike,62,87.58
2020-04-11,Saturday ,10,member,docked_bike,167,17.58
